,author_name,book_average_rating,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
4787,E.M. Hull,3.31,The Sheik,Romance,Classics,1135,186,296,1919,105299
4788,Kerry Cohen,3.62,Easy,Young Adult,Fiction,466,58,176,2006,2145
4789,Edna Ferber,4.01,So Big,Fiction,Classics,7349,688,376,1924,1009
4790,Charles Portis,4.14,True Grit,Fiction,Westerns,33241,4487,224,1968,1214
4791,L.P. Hartley,3.95,The Go-Between,Classics,Fiction,7060,575,326,1953,1329
4793,Gabriel King,4.02,The Golden Cat,Fantasy,Animals,514,28,350,1998,581
4794,Wayson Choy,3.71,The Jade Peony,Fiction,Cultural,4422,252,288,1995,17039
4795,Margaret Weis,3.99,Dragons of Autumn Twilight,Fantasy,Dungeons and Dragons,99271,1828,444,1984,705
4796,Caroline B. Cooney,3.92,Both Sides of Time,Young Adult,Science Fiction,3734,183,224,1995,3384
4797,Hannah Arendt,4.07,"Letters, 1925-1975",Philosophy,Nonfiction,289,48,335,1998,551
4800,Poul Anderson,3.73,Time Patrol,Science Fiction,Science Fiction,1545,75,765,1955,840
4803,Robert Silverberg,3.74,The World Inside,Science Fiction,Science Fiction,2068,203,233,1971,1628
4804,Constance Savery,4.48,Enemy Brothers,Historical,Young Adult,384,58,287,1944,1721
4805,Jacqueline Wilson,3.66,Girls Under Pressure,Young Adult,Childrens,6330,193,205,1998,856
4806,Bill Holm,4.09,Coming Home Crazy: An Alphabet of China Essays,Cultural,Travel,282,33,250,1990,1765
4807,Vonda N. McIntyre,3.86,Dreamsnake,Science Fiction,Fantasy,8217,391,312,1978,1529
4809,Gordon R. Dickson,4.02,Dorsai!,Science Fiction,Fiction,9062,120,280,1960,4496
4811,Matsuri Hino,4.1,"Vampire Knight, Vol. 1",Sequential Art,Paranormal,100636,1323,192,2005,7120
4813,Gerry Bartlett,3.81,Real Vampires Have Curves,Paranormal,Fantasy,6550,332,330,2007,685
4815,Ellen Schreiber,3.7,Vampire Kisses,Paranormal,Young Adult,46997,2195,253,2003,27916
4818,Lynsay Sands,4.17,Single White Vampire,Romance,Paranormal,19741,753,369,2003,1973
4819,Michele Bardsley,3.87,"I'm the Vampire, That's Why",Paranormal,Fantasy,8810,479,321,2006,5305
4820,Kerrelyn Sparks,3.86,How to Marry a Millionaire Vampire,Paranormal,Fantasy,31798,1688,371,2005,1242
4821,Noah Lukeman,3.96,The First Five Pages: A Writer's Guide To Staying Out of the Rejection Pile,Language,Nonfiction,3074,322,208,2000,866
4822,Thich Nhat Hanh,4.24,Taming the Tiger Within: Meditations on Transforming Difficult Emotions,Religion,Spirituality,1976,100,293,2004,540
4823,David Wellington,3.62,13 Bullets,Horror,Paranormal,3916,373,323,2007,663
4824,Dawn Cook,3.71,The Decoy Princess,Fantasy,Young Adult,4466,218,356,2005,1491
4825,Carolyn Chute,3.59,"The Beans of Egypt, Maine",Fiction,Adult Fiction,2859,291,238,1985,937
4826,Ruth Minsky Sender,4.07,The Cage,World War II,Nonfiction,5350,326,264,1986,1176
4828,Dawn Cook,3.93,Hidden Truth,Fantasy,Fantasy,3038,98,359,2002,4200
4829,Anna Lee Waldo,4.24,Sacajawea,Historical,Fiction,14640,424,1424,1978,540
4831,Eduardo Galeano,4.51,Century of the Wind,History,Nonfiction,947,61,336,1986,391
4832,Robert J. Sawyer,3.78,Hominids,Science Fiction,Fiction,10772,644,444,2002,1687
4833,Robert J. Sawyer,3.84,Calculating God,Science Fiction,Fiction,7820,733,338,2000,765
4834,Ann Coulter,3.48,High Crimes and Misdemeanors: The Case Against Bill Clinton,Politics,Nonfiction,580,22,358,1998,1278
4836,Louis L'Amour,4.25,Last of the Breed,Fiction,Westerns,9263,765,384,1986,978
4838,Nancy Baker,3.77,Kiss of the Vampire,Paranormal,Horror,594,42,278,1993,2774
4839,Holly Black,3.91,Valiant: A Modern Tale Of Faerie,Fantasy,Young Adult,31012,1478,314,2002,1443
4840,Jeanne Birdsall,4.14,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",Fiction,Childrens,40693,4410,262,2005,1585
4841,Paul Scott,4.48,Raj Quartet-4v-Boxed Jewell in Crown,Fiction,Cultural,861,67,0,1976,3981
4842,Paul Scott,4.48,The Raj Quartet,Fiction,Cultural,861,67,1922,1976,1305
4843,Deanna Raybourn,3.92,Silent in the Grave,Mystery,Historical,17944,2055,509,2006,1617
4845,Mary Downing Hahn,4.14,Wait Till Helen Comes,Horror,Young Adult,17242,1988,184,1986,3982
4846,Lila Perl,3.93,Four Perfect Pebbles: A Holocaust Story,World War II,Nonfiction,5220,330,130,1996,3103
4847,John M. Ford,3.8,The Dragon Waiting,Fantasy,Science Fiction,944,84,368,1983,808
4848,Ann M. Martin,4.02,The Doll People,Fantasy,Childrens,13423,1192,288,2000,3089
4850,John D. MacDonald,3.91,The Deep Blue Good-by,Mystery,Fiction,11556,902,252,1964,20838
4851,John D. MacDonald,3.91,The Deep Blue Good-By,Mystery,Fiction,11552,901,310,1964,6594
4852,Roddy Doyle,3.95,The Commitments,Fiction,Music,13219,461,144,1987,626
4853,Whitney Otto,3.61,How to Make an American Quilt,Fiction,Womens Fiction,4579,290,254,1991,680
4854,Heinrich Harrer,4.07,Seven Years in Tibet,Travel,Nonfiction,15248,815,330,1953,1816
4859,Maureen Johnson,3.5,The Bermudez Triangle,Young Adult,Lgbt,9988,558,384,2004,2467
4860,Lauren Myracle,3.68,Kissing Kate,Lgbt,Young Adult,9509,339,198,2003,13160
4862,Kage Baker,3.77,In the Garden of Iden,Science Fiction,Science Fiction,4923,506,336,1997,5920
4864,Ellen Hopkins,4.16,Crank,Young Adult,Poetry,115560,7757,537,2004,1714
4865,Natsuki Takaya,4.23,"Fruits Basket, Vol. 1",Sequential Art,Fantasy,131984,1684,216,1999,10951
4868,Dana Stabenow,3.73,A Cold Day For Murder,Mystery,Fiction,12149,1103,208,1992,1509
4869,Maria McCann,3.89,As Meat Loves Salt,Historical,Historical,4183,581,565,2001,5773
4871,D. Martyn Lloyd-Jones,4.34,Spiritual Depression: Its Causes and Cure,Christian,Religion,3267,158,300,1965,8644
4872,Jacqueline Woodson,3.77,The House You Pass on the Way,Young Adult,Lgbt,1401,137,128,1997,9844
4873,Makoto Tateno,4.01,"Yellow, Volume 01",Sequential Art,Manga,1902,34,184,2002,1460
4874,Rudy Rucker,3.63,The Hacker and the Ants,Science Fiction,Science Fiction,562,30,306,1994,4775
4875,Frantz Fanon,4.24,"Black Skin, White Masks",Nonfiction,Philosophy,8389,315,240,1952,676
4876,Alison Leslie Gold,4.2,Memories of Anne Frank: Reflections of a Childhood Friend,Nonfiction,History,7708,144,135,1997,8910
4877,George Bernard Shaw,4.03,Pygmalion and Three Other Plays,Classics,Plays,17548,37,704,2004,2929
4878,John Keegan,4.18,"The Face of Battle: A Study of Agincourt, Waterloo and the Somme",History,Nonfiction,5842,240,352,1976,980
4880,Chris Crutcher,3.93,Deadline,Young Adult,Realistic Fiction,12507,1527,320,2007,1627
4882,Amanda Mackenzie Stuart,3.73,Consuelo and Alva Vanderbilt: The Story of a Daughter and a Mother in the Gilded Age,Biography,History,1324,143,640,2005,100
4884,Kaye Gibbons,3.77,Ellen Foster,Fiction,American,26227,1491,126,1987,426
4885,Pat Mills,4.0,Marshal Law: Fear and Loathing,Sequential Art,Sequential Art,347,17,192,1990,697
4886,Lilith Saintcrow,3.81,Working for the Devil,Fantasy,Fantasy,11601,640,403,2006,3093
4888,Ian McDonald,3.92,River of Gods,Science Fiction,Fiction,5086,359,597,2004,3001
4889,Richard Ben Cramer,3.94,Joe DiMaggio: The Hero's Life,Sports and Games,Sports,3228,141,546,2000,3620
4890,David Westheimer,3.95,Death is Lighter than a Feather,Science Fiction,Fiction,55,8,388,1971,4296
4891,Jeffrey Toobin,4.21,The People V. O.J. Simpson,Nonfiction,Crime,6066,588,496,1996,5172
4892,David Davidar,3.55,The House of Blue Mangoes,Fiction,Cultural,1248,83,432,2001,7490
4893,Sakyong Mipham,4.19,Turning the Mind Into an Ally,Religion,Nonfiction,3028,164,234,2003,2165
4894,Sara Paretsky,4.01,Hard Time,Mystery,Fiction,5123,167,512,1999,12770
4895,Patricia Polacco,4.32,The Trees of the Dancing Goats,Holiday,Childrens,767,83,32,1996,2296
4896,James Howe,3.85,Bunnicula,Childrens,Fiction,56868,2064,98,1979,565
4899,Dean Koontz,3.72,Tick Tock,Horror,Fiction,29331,934,352,1996,2397
4900,Max Lucado,4.38,He Chose the Nails: What God Did to Win Your Heart,Christian,Nonfiction,20762,303,215,2000,1625
4901,Stephan Talty,3.85,"Empire of Blue Water: Captain Morgan's Great Pirate Army, the Epic Battle for the Americas, and the Catastrophe That Ended the Outlaws' Bloody Reign",History,Nonfiction,2496,329,352,2007,944
4902,Yoshiki Nakamura,4.26,"Skip Beat!, Vol. 01",Sequential Art,Romance,50842,580,184,2002,1996
4905,Emura,4.12,"W Juliet, Vol. 1",Sequential Art,Romance,5000,97,184,1999,35348
4908,Hisaya Nakajo,4.15,"Hana-Kimi: For You in Full Blossom, Vol. 1",Sequential Art,Romance,32618,318,184,1997,6877
4911,Yōko Kamio,4.11,"Boys Over Flowers: Hana Yori Dango, Vol. 1",Sequential Art,Romance,15045,236,208,1992,2651
4913,Yoshiyuki Sadamoto,4.12,"Neon Genesis Evangelion, Vol. 1",Sequential Art,Sequential Art,6845,145,166,1994,59366
4915,Kit Reed,3.18,Thinner Than Thou,Fiction,Science Fiction,367,53,336,2004,770
4916,Derek Landy,4.21,Skulduggery Pleasant,Fantasy,Young Adult,44776,3619,392,2007,498
4918,Mia Ikumi,3.96,"Tokyo Mew Mew, Vol. 1",Sequential Art,Fantasy,13789,193,184,2003,2199
4920,Dee Henderson,4.33,The Negotiator,Christian Fiction,Christian,23404,853,304,2000,1696
4921,Nick Hornby,3.94,High Fidelity,Fiction,Music,159956,5189,340,1995,4908
4924,David Drake,3.85,With the Lightnings,Science Fiction,Space,5410,166,336,1998,711
4926,Masami Tsuda,3.97,"Kare Kano: His and Her Circumstances, Vol. 1",Sequential Art,Romance,13362,145,192,1996,534
4929,Lacey Alexander,3.64,French Quarter,Adult Fiction,Romance,2414,217,212,2004,688
4930,C.V. Wedgwood,4.16,The Thirty Years War,History,Nonfiction,1414,143,536,1938,4685
4931,Sarah Strohmeyer,3.85,Bubbles A Broad,Mystery,Womens Fiction,2223,73,336,2004,7330
4932,Jean Markale,3.54,The Pagan Mysteries of Halloween: Celebrating the Dark Half of the Year,Holiday,History,126,10,154,2001,18586
4933,Tasha Alexander,3.73,And Only to Deceive,Mystery,Historical,14700,1835,321,2005,2223
4934,Sharon Lee,4.02,Crystal Soldier,Science Fiction,Space,2299,95,352,2005,2643
4935,Peter Dickinson,3.68,The Ropemaker,Fantasy,Young Adult,2375,168,384,2001,4969
4936,Laura Whitcomb,3.83,A Certain Slant of Light,Young Adult,Fantasy,18067,1875,282,2005,709
4940,Lori Wick,4.24,Sophie's Heart,Christian Fiction,Christian,9540,312,426,1995,22157
4942,Lori Wick,4.17,The Princess,Christian Fiction,Romance,10577,574,300,1999,5040
4945,Liz Curtis Higgs,4.22,Grace in Thine Eyes,Christian Fiction,Historical,3517,149,447,2006,10228
4947,Liz Curtis Higgs,3.98,Thorn in My Heart,Christian Fiction,Historical,6065,427,484,2003,2310
4948,Randy Alcorn,4.43,Safely Home,Fiction,Christian Fiction,8632,658,416,2001,11706
4949,Kamila Shamsie,3.46,Salt and Saffron,Fiction,Cultural,1282,108,256,2000,2037
4950,Kamila Shamsie,3.88,Kartography,Fiction,Cultural,2617,229,320,2001,12577
4951,Farley Mowat,4.14,The Dog Who Wouldn't Be,Nonfiction,Animals,3499,241,274,1957,967
4954,Robin Jones Gunn,4.48,"Christy Miller Collection, Vol. 1",Christian,Christian Fiction,4802,329,489,2005,4195
4956,Melvin Burgess,3.28,Doing It,Young Adult,Fiction,2761,242,326,2003,1400
4958,James Howe,4.01,Totally Joe,Young Adult,Lgbt,4972,376,224,2005,4539
4959,Rajashree,3.01,Trust Me: a romantic comedy set in Bollywood,Womens Fiction,Romance,1362,55,242,2006,5511
4960,Laurie Lee,3.93,Cider With Rosie,Classics,Nonfiction,7962,643,231,1959,1306
4961,Wallace Stegner,4.27,Angle of Repose,Fiction,Historical,46738,3927,569,1971,553
4963,Edgar Lee Masters,4.02,Spoon River Anthology,Poetry,Classics,8002,591,112,1914,2285
4965,Eden Robinson,4.01,Monkey Beach,Fiction,Cultural,4179,360,384,2000,1026
4966,Jay Anson,3.84,The Amityville Horror,Horror,Fiction,93432,1944,315,1977,451
4969,Patrick Leigh Fermor,4.31,Between the Woods and the Water,Travel,Nonfiction,2299,251,280,1986,768
4970,Richard Dreyfuss,3.59,The Two Georges,Science Fiction,Fiction,1231,59,596,1996,1540
4971,Lisa M. Klein,3.73,Ophelia,Historical,Young Adult,9876,851,328,2006,781
4972,Bill Martin Jr.,4.22,Chicka Chicka Boom Boom,Childrens,Childrens,130398,3976,40,1989,1254
4975,William A. Dembski,3.71,Intelligent Design: The Bridge Between Science Theology,Science,Philosophy,312,16,312,1999,4369
4978,Elyne Mitchell,4.34,Silver Brumbies of the South,Childrens,Animals,569,14,240,1965,11377
4979,Eva Ibbotson,3.8,A Song for Summer,Historical,Romance,5829,432,397,1997,2425
4980,Nobuhiro Watsuki,4.32,"Rurouni Kenshin, Volume 01",Sequential Art,Sequential Art,39898,322,201,1994,16092
4982,Chögyam Trungpa,4.29,Cutting Through Spiritual Materialism,Religion,Spirituality,5922,194,256,1973,2738
4983,Michelle Paver,4.16,Wolf Brother,Fantasy,Young Adult,19903,1374,295,2004,2901
4984,L.A. Meyer,4.11,Bloody Jack,Historical,Young Adult,22434,2180,304,2002,2577
4986,John Bellairs,3.82,The House with a Clock in Its Walls,Fantasy,Horror,12466,1525,179,1973,8583
4987,Jack Higgins,4.16,The Eagle Has Landed,Fiction,Thriller,47029,536,352,1975,2073
4988,Ann Brashares,3.59,The Last Summer (of You and Me),Fiction,Romance,29094,2533,306,2007,351
4989,Esther Hautzig,3.97,The Endless Steppe: Growing Up in Siberia,Historical,Young Adult,4641,469,256,1968,2957
4990,Anita Lobel,3.9,No Pretty Pictures: A Child of War,World War II,Nonfiction,1535,120,208,1998,740
4991,Pauline Gedge,4.13,Child of the Morning,Historical,Northern Africa,2848,195,403,1977,1212
4992,James W. Loewen,3.96,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,History,Nonfiction,46068,2483,383,1995,3594
4996,Brian K. Vaughan,3.91,"Ex Machina, Vol. 1: The First Hundred Days",Sequential Art,Sequential Art,10642,498,136,2005,5254
4998,Georg Trakl,4.68,Autumn Sonata: Selected Poems,Poetry,European Literature,370,7,160,1998,3904
4999,Gertrude Chandler Warner,4.1,The Boxcar Children,Childrens,Fiction,108477,2721,160,1942,1038
5002,Robert B. Parker,3.89,Sea Change,Mystery,Fiction,5745,280,320,2006,980
5003,Junot Díaz,3.9,The Brief Wondrous Life of Oscar Wao,Fiction,Contemporary,206868,18245,335,2007,496
5007,C.E. Murphy,3.73,Urban Shaman,Fantasy,Fantasy,13513,767,410,2005,2649
5011,Jean-Paul Sartre,3.92,Nausea,Philosophy,Fiction,69900,2410,178,1938,1349
5012,Nancy A. Collins,3.77,Dark Love,Horror,Short Stories,637,24,414,1981,29183
5013,Kate Seredy,3.62,The White Stag,Historical,Fiction,3006,243,96,1937,1688
5014,Joseph Delaney,3.98,Revenge of the Witch,Fantasy,Young Adult,37824,2957,5,2004,722
5015,Jim Thompson,3.87,The Killer Inside Me,Fiction,Mystery,16080,1228,244,1952,1020
5017,Ken Bruen,3.87,The Guards,Mystery,Mystery,4896,475,304,2001,7548
5018,Barbara Erskine,4.05,Lady of Hay,Historical,Historical,6138,497,600,1986,528
5019,Lothar-Günther Buchheim,4.31,Das Boot,Fiction,War,3397,152,563,1973,8169
5021,Lama Surya Das,4.15,"Awakening the Buddhist Heart: Integrating Love, Meaning, and Connection into Every Part of Your Life",Religion,Spirituality,754,26,272,2000,786
5022,John Berger,3.52,G.,Fiction,See top shelves…,2201,159,336,1972,1398
5023,Nisargadatta Maharaj,4.52,I Am That: Talks with Sri Nisargadatta Maharaj,Spirituality,Philosophy,3922,171,550,1973,11233
5025,Karen Hawkins,3.91,How to Abduct a Highland Lord,Romance,Romance,4294,240,313,2007,1783
5027,Joanne Fluke,3.88,Candy Cane Murder,Mystery,Holiday,9717,453,388,2007,486
5028,Phillip Rock,3.79,The Passing Bells,Historical,Fiction,1666,271,527,1978,918
5029,Audie Murphy,4.2,To Hell and Back,History,Nonfiction,5150,188,288,1949,618
5030,Shaun Tan,4.54,The Red Tree,Childrens,Childrens,4457,560,36,2000,1295
5031,Charlaine Harris,3.96,Dead Until Dark,Fantasy,Paranormal,468561,17513,292,2001,2250
5034,Edmund Crispin,3.56,The Case of the Gilded Fly,Mystery,Fiction,2234,281,237,1944,4758
5035,R. Scott Bakker,3.79,The Darkness That Comes Before,Fantasy,Fiction,16313,841,608,2003,468
5037,Sam McBratney,4.36,Guess How Much I Love You,Childrens,Childrens,115480,1551,20,1988,476
5041,Tanith Lee,4.04,"Red as Blood, or Tales from the Sisters Grimmer",Fantasy,Short Stories,2294,135,186,1983,789
5042,Madonna,3.46,Sex,Art,Art,928,107,134,1992,988
5043,Hanif Kureishi,3.72,The Buddha of Suburbia,Fiction,Contemporary,12551,696,288,1990,392
5044,Nancy Holder,3.56,Spirited,Fantasy,Fantasy,2437,137,255,2004,1141
5045,Nancy Holder,3.62,Wicked: Witch & Curse,Young Adult,Fantasy,10204,680,672,2008,5444
5046,Sabrina Jeffries,3.9,After the Abduction,Romance,Romance,2576,106,384,2002,2790
5047,John Maynard Keynes,3.84,"The General Theory of Employment, Interest, and Money",Economics,Nonfiction,4200,130,403,1935,9768
5048,Cleo Coyle,3.71,On What Grounds,Mystery,Mystery,11432,1165,275,2003,2454
5050,Scott O'Dell,3.45,Zia,Historical,Young Adult,3819,212,208,1976,3235
5051,J.R. Ward,4.33,Lover Unbound,Fantasy,Romance,111503,4544,502,2007,649
5053,John McGahern,3.92,Amongst Women,Fiction,European Literature,2808,212,192,1990,634
5054,Walter Jon Williams,3.91,Hardwired,Science Fiction,Science Fiction,4050,150,300,1986,1459
5055,Melissa Marr,3.69,Wicked Lovely,Fantasy,Young Adult,141115,6820,328,2007,801
5059,Carrie Fisher,3.59,Postcards from the Edge,Fiction,Humor,10958,999,226,1987,2063
5061,Robert Hughes,4.06,The Fatal Shore,History,Nonfiction,7823,449,688,1986,755
5062,Joan W. Blos,3.57,"A Gathering of Days: A New England Girl's Journal, 1830-32",Historical,Fiction,6668,367,144,1979,4622
5063,Jeanne Ray,3.7,Eat Cake,Fiction,Womens Fiction,5572,1036,272,2003,2623
5064,Chris Claremont,4.13,X-Men: Days of Future Past,Sequential Art,Sequential Art,10594,445,184,1981,13335
5071,Joseph D. Pistone,4.02,Donnie Brasco,Nonfiction,Crime,5971,197,416,1987,623
5072,Harold Robbins,3.93,The Carpetbaggers,Fiction,Romance,4007,128,688,1961,1755
5073,Ezra Jack Keats,4.14,The Snowy Day,Childrens,Childrens,87549,2935,40,1962,353
5075,Robert Munsch,4.35,Love You Forever,Childrens,Childrens,180832,4761,32,1986,688
5076,Mildred D. Taylor,3.81,"Roll of Thunder, Hear My Cry",Historical,Young Adult,104349,4454,288,1976,3093
5080,John Kennedy Toole,3.89,A Confederacy of Dunces,Fiction,Classics,206028,13285,416,1980,958
5084,Tatyana Tolstaya,3.81,The Slynx,Fiction,Cultural,3201,251,299,2000,1336
5086,Victoria Holt,3.96,On the Night of the Seventh Moon,Romance,Gothic,4500,228,384,1972,1950
5087,Georgette Heyer,4.06,The Unknown Ajax,Romance,Historical,7017,517,352,1959,3998
5088,Georgette Heyer,3.89,Regency Buck,Romance,Historical,7768,583,368,1935,5461
5089,Georgette Heyer,4.07,These Old Shades,Romance,Romance,13956,1142,352,1926,4132
5091,Georgette Heyer,4.2,Devil's Cub,Romance,Romance,11884,896,288,1932,991
5092,Edward L. Beach,4.17,Run Silent Run Deep,Fiction,Historical,3637,84,352,1955,598270
5093,Matthew Woodring Stover,4.09,Heroes Die,Fantasy,Science Fiction,9891,539,545,1998,845
5094,Ana Castillo,3.88,So Far from God,Fiction,Magical Realism,3054,219,256,1993,2894
5095,Caroline Knapp,4.02,Appetites: Why Women Want,Nonfiction,Autobiography,2522,199,224,2003,692
5096,Alice  Miller,4.26,For Your Own Good: Hidden Cruelty in Child-Rearing and the Roots of Violence,Psychology,Nonfiction,1500,67,284,1980,3157
5097,Jane Roberts,4.57,The Individual and the Nature of Mass Events: A Seth Book,Spirituality,Nonfiction,427,10,336,1982,183
5098,Cherríe L. Moraga,4.47,This Bridge Called My Back: Writings by Radical Women of Color,Feminism,Nonfiction,6907,218,261,1981,23073
5101,Cecil Castellucci,3.62,Beige,Young Adult,Music,1452,195,307,2007,563
5102,Sara Ryan,3.63,The Rules for Hearts,Young Adult,Lgbt,1339,83,224,2007,898
5103,Hiroaki Samura,4.11,"Blade of the Immortal, Volume 1: Blood of a Thousand",Sequential Art,Sequential Art,3604,98,136,1994,15845
5104,Roger Fisher,3.9,Getting to Yes: Negotiating Agreement Without Giving In,Business,Nonfiction,47791,1424,224,1981,41545
5106,Josh McDowell,4.21,More Than a Carpenter,Christian,Nonfiction,22813,485,128,1977,645
5108,Michael Pollan,4.08,In Defense of Food: An Eater's Manifesto,Nonfiction,Food and Drink,93069,7365,205,2002,2724
5109,Irwin Shaw,4.18,The Young Lions,Fiction,Historical,2797,153,696,1948,33776
5111,Miklós Nyiszli,4.26,Auschwitz: A Doctor's Eyewitness Account,History,Nonfiction,14054,1191,222,1946,1192
5112,Charles G. Finney,3.87,The Circus of Dr. Lao,Fantasy,Fiction,981,159,154,1935,6339
5113,Joe Posnanski,4.28,The Soul of Baseball: A Road Trip Through Buck O'Neil's America,Sports,Sports and Games,2903,227,288,2007,1802
5115,Peter Carey,3.73,Oscar and Lucinda,Fiction,Historical,18154,799,515,1988,1537
5116,Deborah Rodriguez,3.65,Kabul Beauty School: An American Woman Goes Behind the Veil,Nonfiction,Autobiography,20953,2708,288,2007,276
5117,T.H. White,3.91,The Sword in the Stone,Fantasy,Classics,21490,767,352,1938,1393
5118,Tanya Huff,3.74,Blood Price,Fantasy,Fantasy,9267,486,336,1991,577
5119,James H. Schmitz,4.17,The Witches of Karres,Science Fiction,Fantasy,2224,142,400,1966,3718
5120,Edward W. Said,4.27,After the Last Sky: Palestinian Lives,History,Politics,128,8,192,1986,1179
5121,Philip Sington,3.63,Zoia's Gold,Historical,Cultural,166,26,389,2005,2593
5122,Imre Kertész,4.06,Fatelessness,Fiction,Historical,6805,556,262,1973,1700
5123,Jordan Sonnenblick,4.25,"Drums, Girls & Dangerous Pie",Fiction,Contemporary,23688,3039,273,2004,3483
5125,Nelson Mandela,4.33,Long Walk to Freedom,Biography,Nonfiction,57235,3065,656,1994,11003
5127,W.E.B. Du Bois,4.27,The Souls of Black Folk,Nonfiction,History,28277,1084,288,1903,10333
5129,Amanda Foreman,3.8,Georgiana: Duchess of Devonshire,History,Biography,14983,1099,456,1998,3429
5131,Richard J. Evans,4.24,The Coming of the Third Reich,History,Nonfiction,6254,394,622,2003,2757
5132,Deepak Chopra,3.94,Buddha: A Story of Enlightenment,Spirituality,Fiction,9272,726,288,2007,2420
5134,Gail Z. Martin,3.72,The Summoner,Fantasy,Fiction,11095,459,637,2007,4497
5135,Gwen Bristow,4.09,Celia Garth,Historical,Fiction,2879,307,320,1959,759
5136,Ellis Peters,3.99,A Morbid Taste for Bones,Mystery,Historical,28197,1271,197,1977,379
5139,Irving Stone,4.07,The Agony and the Ecstasy,Historical,Fiction,71868,1757,776,1958,2022
5143,Milorad Pavić,4.16,Dictionary of the Khazars (Male Edition),Fantasy,Historical,4834,334,354,1983,660
5144,Elizabeth Chandler,4.08,Kissed by an Angel/The Power of Love/Soulmates,Young Adult,Romance,24736,1704,690,1995,3131
5148,Rie Takada,3.91,"Punch!, Vol. 1",Sequential Art,Sequential Art,1875,33,208,2005,5769
5149,Kathy Acker,3.49,Blood and Guts in High School,Fiction,Feminism,3187,310,165,1984,2373
5150,Thomas Rockwell,3.76,How to Eat Fried Worms,Childrens,Fiction,42667,976,128,1973,853
5153,Walter Tevis,4.13,Mockingbird,Science Fiction,Science Fiction,4316,449,278,1980,1905
5154,Jerome K. Jerome,3.81,Three Men on the Bummel,Fiction,Classics,4440,301,208,1900,2954
5155,Hugh Lofting,3.99,The Voyages of Doctor Dolittle,Fantasy,Classics,14327,522,400,1922,62835
5157,Betsy Byars,3.59,The Summer of the Swans,Young Adult,Fiction,8966,503,144,1970,1153
5158,Harry Harrison,3.81,West of Eden,Science Fiction,Fantasy,2811,141,483,1984,622
5161,M.T. Vasudevan Nair,3.94,Kuttiedathi and Other Stories,Short Stories,Cultural,475,9,204,2004,1221
5162,Irma S. Rombauer,4.13,The Joy of Cooking,Food and Drink,Food and Drink,125311,1074,1152,1931,8235
5163,Virginia Henley,3.95,Enslaved,Romance,Romance,1956,93,436,1996,13638
5164,Nancy Springer,3.73,Rowan Hood: Outlaw Girl of Sherwood Forest,Fantasy,Historical,2528,177,170,2001,2482
5165,Tetsuko Kuroyanagi,4.31,Totto-chan: The Little Girl at the Window,Childrens,Nonfiction,20261,1949,232,1981,6100
5167,Jonathan Lethem,3.91,Motherless Brooklyn,Fiction,Mystery,27297,2313,311,1999,1681
5168,Glenn Beck,3.7,The Real America: Messages from the Heart and Heartland,Politics,Nonfiction,706,66,272,2003,3134
5170,Edward Carey,3.94,Observatory Mansions,Fiction,Gothic,1288,184,368,2000,280
5171,Charles Seife,3.96,Zero: The Biography of a Dangerous Idea,Nonfiction,Science,7673,663,248,2000,1238
5174,Emmanuel Levinas,4.09,The Levinas Reader,Philosophy,See top shelves…,33,1,311,1989,643
5175,Akira Yoshimura,4.02,One Man's Justice,Cultural,Fiction,252,35,282,1978,391
5176,Lisa Kleypas,4.21,Dreaming of You,Romance,Romance,29568,1384,400,1994,8459
5177,Rumiko Takahashi,4.26,InuYasha: Turning Back Time,Sequential Art,Fantasy,51255,421,192,1997,4298
5178,Spike Milligan,4.09,Adolf Hitler: My Part in His Downfall,Humor,Nonfiction,5218,207,144,1971,920
5179,Arkady Strugatsky,4.19,Roadside Picnic,Science Fiction,Fiction,31189,2015,145,1972,1530
5182,Martine Leavitt,3.88,Keturah and Lord Death,Fantasy,Young Adult,12448,1897,216,2006,6763
5185,Wendelin Van Draanen,3.95,Flipped,Young Adult,Romance,88712,6842,212,2001,33431
5189,Jane Goodger,4.15,When There is Hope,Science Fiction,Romance,695,83,360,1996,1242
5190,Ken Kesey,4.19,One Flew Over the Cuckoo's Nest,Classics,Fiction,549557,9090,325,1962,1958
5195,Brian K. Vaughan,4.23,"Y: The Last Man, Vol. 2: Cycles",Sequential Art,Science Fiction,33742,879,128,2003,3596
5196,Catherine Fisher,3.64,Incarceron,Fantasy,Young Adult,54241,5231,458,2007,298
5199,Susan Jane Gilman,3.7,Hypocrite in a Pouffy White Dress: Tales of Growing up Groovy and Clueless,Autobiography,Nonfiction,7584,725,368,2003,3817
5201,Natalie Zemon Davis,3.69,The Return of Martin Guerre,History,Nonfiction,2905,205,176,1983,2282
5202,Sarah Monette,3.66,A Companion to Wolves,Fantasy,Romance,2483,340,302,2007,578
5203,Robert Lawson,3.79,Rabbit Hill,Childrens,Fiction,6633,352,127,1944,4838
5205,Alfred Bester,4.12,The Stars My Destination,Science Fiction,Fiction,37007,2332,258,1955,6629
5209,Jonathan Rogers,4.16,The Bark of the Bog Owl,Fantasy,Fiction,1723,178,240,2004,480
