,author_name,book_average_rating,book_title,genre_1,genre_2,num_ratings,num_reviews,pages,publish_date,score
3143,Cassandra P. Lewis ,3.94,       Love is... ,Romance,Romance,356,83,188,2013,8355
3144,Sanjiva Wijesinha ,4.54,       Strangers on the Camino ,Travel,See top shelves…,41,20,188,2014,34438
3145,Supraja I.R. ,3.73,       Nerd Of The Year ,Paranormal,Young Adult,292,30,188,2014,1895
3146,William F. Aicher ,4.27,       A Confession ,Fiction,Spirituality,33,17,188,2016,1559
3147,Juliette Poe ,4.29,       Pretty as a Peach ,Romance,Contemporary,338,156,188,2018,600
3148,Adam Lewis Walker ,4.68,       Awaken Your Alpha: Tales and Tactics to Thrive ,Psychology,See top shelves…,25,14,188,2018,2936
3150,Ernest Hemingway ,3.82,       The Sun Also Rises ,Classics,Fiction,331456,11124,189,1926,462
3151,Ernest Hemingway ,3.82,       The Sun Also Rises ,Classics,Fiction,331466,11124,189,1926,1933
3152,Eric Frank Russell ,4.08,       Wasp ,Science Fiction,Fiction,1626,151,189,1957,2351
3153,Joan Lindsay ,3.72,       Picnic at Hanging Rock ,Classics,Fiction,10878,1150,189,1967,861
3154,Gerina Dunwich ,3.84,"       The Pagan Book of Halloween: A Complete Guide to the Magick, Incantations, Recipes, Spells, and Lore ",Nonfiction,Religion,192,13,189,2000,6559
3155,Mika Sadahiro ,3.61,"       Pathos, Volume 1 ",Sequential Art,Manga,332,10,189,2008,1054
3156,Mizuho Kusanagi ,4.43,       暁のヨナ 1 [Akatsuki no Yona 1] ,Sequential Art,Fantasy,4895,337,189,2010,1038
3157,Mizuho Kusanagi ,4.43,       暁のヨナ 1 [Akatsuki no Yona 1] ,Sequential Art,Fantasy,4899,339,189,2010,892
3158,Penny Brandon ,3.64,       Blind Passion ,Romance,Disability,457,71,189,2011,1918
3159,Tom Tancin ,3.37,       Hippocampus ,Science Fiction,Young Adult,120,27,189,2012,2957
3160,Nancy Kress ,3.47,"       After the Fall, Before the Fall, During the Fall ",Science Fiction,Fiction,2312,382,189,2012,359
3161,Steph Campbell ,3.68,       Lengths ,New Adult,Romance,7697,439,189,2012,1068
3162,Steph Campbell ,3.68,       Lengths ,New Adult,Romance,7696,439,189,2012,1096
3163,Cora Carmack ,3.75,       Losing It ,Contemporary,Romance,95251,6920,189,2012,194
3164,Cora Carmack ,3.75,       Losing It ,Contemporary,Romance,95255,6920,189,2012,200
3167,J.L. McFadden ,4.6,       Choices ,Fantasy,Fantasy,30,15,189,2014,1262
3168,C.L. Heckman ,4.02,       Charlie's Pond ,Sociology,Nonfiction,241,58,189,2014,928
3169,Kimber S. Dawn ,3.68,       Roman ,Dark,Sociology,1620,275,189,2014,9529
3170,Alexandra Ivy ,4.23,       Angel/Hiss ,Fantasy,Paranormal,844,61,189,2015,2682
3171,T.L. Travis ,4.08,       Greyson Fox ,Romance,See top shelves…,133,47,189,2018,4345
3173,Georg Trakl ,4.47,       The Poems of Georg Trakl ,Poetry,European Literature,221,7,190,1914,1807
3174,مهدی اخوان ثالث ,4.15,       زمستان ,Poetry,Literature,3439,127,190,1956,145102
3175,Lloyd Alexander ,4.0,       The Book of Three ,Fantasy,Young Adult,64260,2761,190,1964,11844
3176,Lloyd Alexander ,4.0,       The Book of Three ,Fantasy,Young Adult,64271,2761,190,1964,3021
3177,Ruth Prawer Jhabvala ,3.55,       Heat and Dust ,Fiction,Cultural,6504,326,190,1975,2060
3178,Ruth Prawer Jhabvala ,3.55,       Heat and Dust ,Fiction,Cultural,6504,326,190,1975,393
3179,Ruth Prawer Jhabvala ,3.55,       Heat and Dust ,Fiction,Cultural,6505,326,190,1975,333
3180,Beverly Cleary ,4.08,"       Ramona Quimby, Age 8 ",Childrens,Fiction,64598,1355,190,1981,661
3181,Audre Lorde ,4.48,       Sister Outsider: Essays and Speeches ,Feminism,Nonfiction,11992,613,190,1984,857
3182,Audre Lorde ,4.48,       Sister Outsider: Essays and Speeches ,Feminism,Nonfiction,12002,615,190,1984,863
3183,Kyoko Hikawa ,4.32,"       From Far Away, Vol. 01 ",Sequential Art,Fantasy,6047,161,190,1992,2623
3184,Kyoko Hikawa ,4.32,"       From Far Away, Vol. 01 ",Sequential Art,Fantasy,6047,161,190,1992,5716
3185,David Markson ,4.05,       This Is Not a Novel ,Fiction,Poetry,1178,137,190,2001,18890
3186,Tomu Ohmi ,3.9,       Kindan no koi de ikou #1 ,Sequential Art,Romance,343,14,190,2002,390
3187,Daisuke Moriyama ,4.02,"       Chrno Crusade, Vol. 1 ",Sequential Art,Fantasy,3106,57,190,2003,6161
3188,Shungiku Nakamura ,4.36,"       Junjo Romantica, Volume 01 ",Sequential Art,Manga,9587,168,190,2003,2385
3189,Ken Akamatsu ,3.88,"       Negima! Magister Negi Magi, Vol. 1 ",Sequential Art,Fantasy,3945,99,190,2003,11192
3190,Abigail Thomas ,3.73,       A Three Dog Life ,Autobiography,Nonfiction,7293,1174,190,2006,2386
3191,Abigail Thomas ,3.73,       A Three Dog Life ,Autobiography,Nonfiction,7294,1174,190,2006,283
3192,Abigail Thomas ,3.73,       A Three Dog Life ,Autobiography,Nonfiction,7296,1174,190,2006,376
3193,Marlene Perez ,3.97,       Dead Is the New Black ,Young Adult,Fantasy,10512,977,190,2008,1698
3194,Teresa D'Amario ,4.21,       Tigress by the Tail ,Romance,Adult Fiction,72,6,190,2008,590
3195,James Nicholas Adams ,3.96,       Chronicles of Myriad: Quest for the Oracle ,Fantasy,Fiction,28,7,190,2011,424
3196,Cherie Colyer ,3.89,       Embrace ,Young Adult,Fantasy,331,117,190,2011,1260
3197,Cherie Colyer ,3.88,       Embrace ,Young Adult,Fantasy,332,117,190,2011,1388
3198,Christine James ,4.14,       Risen ,Fantasy,Paranormal,154,22,190,2011,2525
3199,Christine James ,4.14,       Risen ,Fantasy,Paranormal,154,22,190,2011,6025
3200,Shinobu Amano ,4.35,       ラストゲーム 1 ,Sequential Art,Romance,3569,111,190,2012,8340
3201,Shinobu Amano ,4.35,       ラストゲーム 1 ,Sequential Art,Romance,3568,111,190,2012,18463
3202,Christina Paul ,3.87,       A Second Chance ,Historical,Romance,55,5,190,2012,867
3203,Christina Paul ,3.87,       A Second Chance ,Historical,Romance,55,5,190,2012,889
3204,Christina Paul ,3.87,       A Second Chance ,Historical,Romance,55,5,190,2012,930
3205,Marla Monroe ,4.02,       Making Them Happy ,Erotica,Science Fiction,87,2,190,2013,490
3206,Mary Calmes ,3.95,       Still ,Romance,Contemporary,1513,202,190,2013,799
3207,Kade Boehme ,3.86,       Don't Trust The Cut ,Romance,Romance,743,152,190,2013,3644
3208,Dana Marie Bell ,4.02,       Figure of Speech ,Fantasy,Paranormal,1698,107,190,2015,1757
3209,Jaclyn Osborn ,3.83,       Michael's Awakening ,Romance,Sociology,915,120,190,2015,1510
3210,Christy Newton ,4.73,       Naturally Enchanted ,Romance,See top shelves…,15,12,190,2015,684
3211,Vann Chow ,3.51,       Shanghai Nobody ,Cultural,Cultural,63,15,190,2015,486
3212,Ashley Mardell ,4.35,       The ABC's of LGBT+ ,Nonfiction,Lgbt,806,133,190,2016,8947
3213,Jane Rule ,3.9,       Desert of the Heart ,Lgbt,Fiction,3574,106,191,1964,2701
3214,Judith Kerr ,3.94,       When Hitler Stole Pink Rabbit ,Historical,Fiction,10437,813,191,1971,865
3215,Judith Kerr ,3.94,       When Hitler Stole Pink Rabbit ,Historical,Fiction,10441,814,191,1971,3076
3216,Judith Kerr ,3.94,       When Hitler Stole Pink Rabbit ,Historical,Fiction,10451,815,191,1971,675
3217,Charles Willeford ,3.94,       Miami Blues ,Mystery,Mystery,3107,211,191,1984,2906
3218,Kate Horsley ,3.87,       Confessions of a Pagan Nun ,Historical,Fiction,1765,260,191,2001,176
3219,John Piper ,4.1,       Don't Waste Your Life ,Christian,Christian,23430,667,191,2003,4562
3220,Setona Mizushiro ,3.86,"       After School Nightmare, Volume 1 ",Sequential Art,Fantasy,2929,168,191,2004,1331
3221,Setona Mizushiro ,3.86,"       After School Nightmare, Volume 1 ",Sequential Art,Fantasy,2929,168,191,2004,860
3222,Setona Mizushiro ,3.86,"       After School Nightmare, Volume 1 ",Sequential Art,Fantasy,2930,168,191,2004,1581
3223,Kazuko Furumiya ,4.1,"       Bloody Kiss, Vol. 01 ",Sequential Art,Paranormal,7900,78,191,2005,1147
3224,Kazuko Furumiya ,4.1,"       Bloody Kiss, Vol. 01 ",Sequential Art,Paranormal,7900,78,191,2005,1307
3225,Sakura Tsukuba ,3.99,       Penguin Revolution: Volume 1 ,Sequential Art,Romance,1506,28,191,2005,1000
3226,Lauren Baratz-Logsted ,3.37,       Crazy Beautiful ,Young Adult,Romance,1672,318,191,2009,1058
3227,Kaoru Mori ,4.23,"       A Bride's Story, Vol. 1 ",Sequential Art,Sequential Art,6742,623,191,2009,3416
3228,Kaoru Mori ,4.23,"       A Bride's Story, Vol. 1 ",Sequential Art,Sequential Art,6745,623,191,2009,3986
3229,Toni Bernhard ,4.19,       How to Be Sick: A Buddhist-Inspired Guide for the Chronically Ill and Their Caregivers ,Nonfiction,Health,1488,207,191,2010,868
3230,Penelope Fletcher ,3.57,       Demon Girl ,Fantasy,Young Adult,6426,643,191,2010,1992
3231,Rachael Wade ,4.02,       Declaration ,Romance,Contemporary,233,57,191,2013,25436
3232,Kenya Wright ,3.71,       Theirs to Play ,Adult Fiction,Romance,702,101,191,2013,3276
3233,Dawn  Robertson ,3.69,       Uncomplicated ,Adult Fiction,New Adult,341,101,191,2014,2871
3234,Kia Carrington-Russell ,4.17,       Phantom Wolf ,Fantasy,Young Adult,94,38,191,2014,1019
3235,Kia Carrington-Russell ,4.17,       Phantom Wolf ,Fantasy,Young Adult,94,38,191,2014,2425
3236,A.M. Cunning ,3.58,       When the Earth Had a Moon (Part 1) ,Science Fiction,Fantasy,31,12,191,2017,1699
3245,L. Frank Baum ,3.83,       The Marvelous Land of Oz ,Fantasy,Classics,16397,1223,192,1904,2555
3246,Wilfred Owen ,4.33,       The Collected Poems of Wilfred Owen ,Poetry,War,4855,206,192,1918,17731
3247,Felix Salten ,4.11,       Bambi ,Classics,Fiction,31101,574,192,1923,1689
3248,Felix Salten ,4.11,       Bambi ,Classics,Fiction,31110,574,192,1923,2243
3249,Dhan Gopal Mukerji ,3.29,       Gay-Neck: The Story of a Pigeon ,Historical,Fiction,1848,182,192,1927,1165
3250,Erskine Caldwell ,3.73,       Tobacco Road ,Fiction,Classics,12708,677,192,1932,1450
3251,Erskine Caldwell ,3.73,       Tobacco Road ,Fiction,Classics,12707,677,192,1932,4005
3252,Mary Jane Ward ,3.98,       The Snake Pit ,Fiction,Mental Health,350,51,192,1946,1035
3253,Graham Greene ,3.95,       The End of the Affair  ,Fiction,Classics,41077,3664,192,1951,1597
3254,Mary Norton ,4.03,       The Borrowers ,Fantasy,Childrens,82917,1626,192,1952,1900
3255,Mary Norton ,4.03,       The Borrowers ,Fantasy,Childrens,82948,1629,192,1952,813
3256,Edward Eager ,3.95,       Half Magic ,Fantasy,Childrens,33023,1416,192,1954,3300
3257,Edward Eager ,3.95,       Half Magic ,Fantasy,Childrens,33029,1417,192,1954,656
3258,L.M. Boston ,4.02,       The Children of Green Knowe ,Fantasy,Childrens,7927,454,192,1954,1969
3259,James Baldwin ,4.36,       Notes of a Native Son ,Nonfiction,Writing,10870,523,192,1955,3782
3260,Khushwant Singh ,3.87,       Train to Pakistan ,Fiction,Cultural,17927,1160,192,1956,1803
3261,Khushwant Singh ,3.87,       Train to Pakistan ,Fiction,Cultural,17927,1160,192,1956,3798
3262,Khushwant Singh ,3.87,       Train to Pakistan ,Fiction,Cultural,17938,1161,192,1956,3421
3263,Eleanor Estes ,3.85,       Pinky Pye ,Fiction,Childrens,1563,105,192,1958,26757
3264,Jean Craighead George ,4.05,       My Side of the Mountain ,Fiction,Young Adult,55676,2815,192,1959,2162
3265,Jean Craighead George ,4.05,       My Side of the Mountain ,Fiction,Young Adult,55726,2826,192,1959,825
3266,Jun'ichirō Tanizaki ,3.53,       Diary of a Mad Old Man ,Fiction,Asian Literature,1914,158,192,1961,1138
3267,Theodore Sturgeon ,3.89,       Some of Your Blood ,Horror,Fiction,1180,132,192,1961,2523
3268,Jennifer Dawson ,3.76,       The Ha-Ha ,Fiction,Mental Health,70,13,192,1961,9293
3269,Ingri d'Aulaire ,4.4,       D'Aulaires' Book of Greek Myths ,Fantasy,Classics,15253,879,192,1962,1366
3270,Ernest Hemingway ,4.04,       A Moveable Feast ,Classics,Nonfiction,101725,7099,192,1964,3978
3271,Christopher Isherwood ,4.1,       A Single Man ,Fiction,Lgbt,20149,1532,192,1964,2769
3272,H. Beam Piper ,4.19,       Lord Kalvan of Otherwhen ,Science Fiction,Science Fiction,1167,36,192,1965,3840
3273,Elizabeth Borton de Treviño ,3.72,"       I, Juan de Pareja ",Historical,Fiction,6951,362,192,1965,2135
3274,S.E. Hinton ,4.08,       The Outsiders ,Classics,Young Adult,784441,28004,192,1967,3972
3275,S.E. Hinton ,4.08,       The Outsiders ,Classics,Young Adult,784538,28006,192,1967,4552
3276,S.E. Hinton ,4.08,       The Outsiders ,Classics,Young Adult,784538,28006,192,1967,348
3277,S.E. Hinton ,4.08,       The Outsiders ,Classics,Young Adult,784538,28006,192,1967,375
3278,S.E. Hinton ,4.08,       The Outsiders ,Classics,Young Adult,784671,28011,192,1967,2223
3279,S.E. Hinton ,4.08,       The Outsiders ,Classics,Young Adult,784944,28019,192,1967,7424
3280,Paulo Freire ,4.26,       Pedagogy of the Oppressed ,Education,Nonfiction,20458,1108,192,1968,3149
3281,Toni Morrison ,3.89,       Sula ,Fiction,Classics,48514,2718,192,1973,1837
3282,Lois Duncan ,3.8,       Down a Dark Hall ,Young Adult,Horror,5815,626,192,1974,1840
3283,Harry Crews ,4.01,       A Feast of Snakes ,Fiction,Gothic,3469,344,192,1976,1603
3284,Anne McCaffrey ,4.25,       Dragonsong ,Fantasy,Science Fiction,42973,1277,192,1976,2100
3285,Anne McCaffrey ,4.25,       Dragonsong ,Fantasy,Science Fiction,42976,1277,192,1976,673
3286,Charlotte MacLeod ,3.98,       Rest You Merry ,Mystery,Holiday,1983,190,192,1978,17327
3287,Shakti Gawain ,4.14,       Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life ,Self Help,Nonfiction,20317,373,192,1978,7510
3288,Lynne Reid Banks ,3.9,       The Indian in the Cupboard ,Fantasy,Childrens,88093,2040,192,1980,1121
3289,Lynne Reid Banks ,3.9,       The Indian in the Cupboard ,Fantasy,Childrens,88113,2042,192,1980,1112
3290,Howard Buten ,3.79,       When I Was Five I Killed Myself ,Fiction,Mental Health,2544,210,192,1981,3458
3291,J.M. Coetzee ,3.85,       Life and Times of Michael K ,Fiction,Cultural,13968,822,192,1983,1166
3292,James M. McPherson ,4.11,       Abraham Lincoln and the Second American Revolution ,History,Military History,1037,38,192,1983,31156
3293,Breece D'J Pancake ,4.14,       The Stories of Breece D'J Pancake ,Short Stories,Fiction,4256,507,192,1983,1925
3294,Elisabeth Elliot ,4.14,       Passion and Purity: Learning to Bring Your Love Life Under Christ's Control ,Christian,Nonfiction,15805,425,192,1984,2442
3295,Iain Banks ,3.84,       The Wasp Factory ,Fiction,Horror,59492,3635,192,1984,388
3296,Iain Banks ,3.84,       The Wasp Factory ,Fiction,Horror,59522,3637,192,1984,1267
3297,Akira Toriyama ,4.43,"       Dragon Ball, Vol. 1: The Monkey King ",Sequential Art,Sequential Art,30843,391,192,1985,5127
3298,Akira Toriyama ,4.43,"       Dragon Ball, Vol. 1: The Monkey King ",Sequential Art,Sequential Art,30856,392,192,1985,36393
3299,Shaun Hutson ,4.14,       The Terminator ,Science Fiction,Horror,159,3,192,1985,6977
3300,Edward W. Said ,4.27,       After the Last Sky: Palestinian Lives ,History,Politics,128,8,192,1986,1179
3301,Anne Fine ,3.65,       Madame Doubtfire ,Fiction,Childrens,2517,176,192,1987,15396
3302,Nancy A. Collins ,3.91,       Sunglasses After Dark ,Horror,Paranormal,2557,137,192,1989,2336
3303,Kosuke Fujishima ,3.76,"       Oh My Goddess!, Volume 1 ",Sequential Art,Fantasy,2572,72,192,1989,1806
3304,Jerry Spinelli ,3.87,       Maniac Magee ,Young Adult,Fiction,108424,4061,192,1990,501
3305,Pat Mills ,4.0,       Marshal Law: Fear and Loathing ,Sequential Art,Sequential Art,347,17,192,1990,697
3306,John McGahern ,3.92,       Amongst Women ,Fiction,European Literature,2808,212,192,1990,634
3307,Douglas Coupland ,3.73,       Generation X: Tales for an Accelerated Culture ,Fiction,Contemporary,24453,1017,192,1991,5726
3308,Takehiko Inoue ,4.37,"       Slam Dunk, Tome 1 ",Sequential Art,Sequential Art,7891,146,192,1991,2811
3309,Sanami Matoh ,4.03,"       Fake, Volume 01 ",Sequential Art,Manga,3592,96,192,1994,1403
3310,Dava Sobel ,3.96,       Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time ,History,Nonfiction,48022,2249,192,1995,1686
3311,Dava Sobel ,3.96,       Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time ,History,Nonfiction,48028,2249,192,1995,2441
3312,Margaret Peterson Haddix ,3.98,       Running Out of Time ,Young Adult,Fiction,21779,1405,192,1995,90544
3313,Yuki Shimizu ,3.92,"       Love Mode, Vol. 1 ",Sequential Art,Manga,1411,44,192,1996,3507
3314,Brendan O'Carroll ,4.26,       The Granny ,Fiction,Cultural,1961,169,192,1996,950
3315,Masami Tsuda ,3.97,"       Kare Kano: His and Her Circumstances, Vol. 1 ",Sequential Art,Romance,13362,145,192,1996,811
3316,Masami Tsuda ,3.97,"       Kare Kano: His and Her Circumstances, Vol. 1 ",Sequential Art,Romance,13362,145,192,1996,967
3317,Masami Tsuda ,3.97,"       Kare Kano: His and Her Circumstances, Vol. 1 ",Sequential Art,Romance,13362,145,192,1996,534
3318,Mary Downing Hahn ,4.1,       The Gentleman Outlaw and Me--Eli ,Historical,Historical,413,37,192,1996,1168
3319,Kurt Busiek ,4.11,"       Astro City, Vol. 1: Life in the Big City ",Sequential Art,Sequential Art,9406,311,192,1996,942
3320,Mayu Shinjō ,3.97,"       Sensual Phrase, Vol. 1 ",Sequential Art,Romance,2236,58,192,1997,3692
3321,Mayu Shinjō ,3.97,"       Sensual Phrase, Vol. 1 ",Sequential Art,Romance,2237,58,192,1997,16266
3322,Tōru Fujisawa ,4.23,"       GTO: Great Teacher Onizuka, Vol. 1 ",Sequential Art,Sequential Art,4351,89,192,1997,7148
3323,Liza M. Wiemer ,4.27,       Extraordinary Guidance: How to Connect with Your Spiritual Guides ,Spirituality,See top shelves…,37,6,192,1997,3604
3324,Rumiko Takahashi ,4.26,       InuYasha: Turning Back Time ,Sequential Art,Fantasy,51255,421,192,1997,4298
3325,Daniel Wallace ,3.65,       Big Fish ,Fiction,Fantasy,15746,1502,192,1998,3446
3326,Daniel Wallace ,3.65,       Big Fish ,Fiction,Fantasy,15752,1502,192,1998,1239
3327,جلال أمين ,3.94,       ماذا حدث للمصريين؟: تطور المجتمع المصري في نصف قرن 1945 - 1995 ,Politics,History,3385,315,192,1998,261
3328,جلال أمين ,3.94,       ماذا حدث للمصريين؟: تطور المجتمع المصري في نصف قرن 1945 - 1995 ,Politics,History,3387,315,192,1998,426
3329,Lynne Graham ,3.81,       The Spanish Groom ,Category Romance,Romance,1798,134,192,1999,8536
3330,Kara ,3.95,"       Demon Diary, Volume 01 ",Sequential Art,Fantasy,4642,72,192,2000,5868
3331,Kara ,3.95,"       Demon Diary, Volume 01 ",Sequential Art,Fantasy,4642,72,192,2000,1678
3332,Anne Isaacs ,4.04,       Torn Thread ,Historical,World War II,1817,114,192,2000,1038
3333,Mick Takeuchi ,3.97,"       Her Majesty's Dog, Volume 1 ",Sequential Art,Romance,2943,49,192,2001,11230
3334,Miki Aihara ,3.64,"       Hot Gimmick, Vol. 1 ",Sequential Art,Romance,4923,151,192,2001,1282
3335,Miki Aihara ,3.64,"       Hot Gimmick, Vol. 1 ",Sequential Art,Romance,4923,152,192,2001,1261
3336,Uri Orlev ,4.06,"       Run, Boy, Run ",World War II,Historical,1204,123,192,2001,4697
3337,Maki Kazumi ,3.81,       Desire   ,Sequential Art,Manga,1177,15,192,2001,5018
3338,صلاح الراشد ,3.9,       كيف تخطط لحياتك ,Self Help,International Dev...,1638,214,192,2001,8971
3339,Kyousuke Motomi ,4.19,"       Beast Master, Vol. 1 ",Sequential Art,Romance,23561,256,192,2001,49473
3340,Kyousuke Motomi ,4.19,"       Beast Master, Vol. 1 ",Sequential Art,Romance,23563,256,192,2001,5838
3341,Linda Sue Park ,3.88,       A Single Shard ,Historical,Young Adult,31611,2323,192,2001,907
3342,Hiromu Arakawa ,4.49,"       Fullmetal Alchemist, Vol. 1 ",Sequential Art,Sequential Art,103366,1365,192,2002,1329
3343,Hiromu Arakawa ,4.49,"       Fullmetal Alchemist, Vol. 1 ",Sequential Art,Sequential Art,103376,1366,192,2002,1522
3344,Hiromu Arakawa ,4.49,"       Fullmetal Alchemist, Vol. 1 ",Sequential Art,Sequential Art,103393,1367,192,2002,1668
3345,Matsuri Hino ,4.11,"       MeruPuri, Vol. 1 ",Sequential Art,Fantasy,15733,185,192,2002,680
3346,P. Craig Russell ,3.97,       Coraline ,Sequential Art,Fantasy,18525,1651,192,2002,2262
3347,P. Craig Russell ,3.97,       Coraline ,Sequential Art,Fantasy,18531,1651,192,2002,1677
3348,Yuuki Obata ,4.01,"       We Were There, Vol. 1 ",Sequential Art,Romance,4944,139,192,2002,363
3349,Yuuki Obata ,4.01,"       We Were There, Vol. 1 ",Sequential Art,Romance,4941,139,192,2002,598
3350,Saika Kunieda ,4.02,"       Future Lovers, Vol. 1 ",Sequential Art,Manga,535,17,192,2002,7683
3351,Guy Delisle ,3.92,       Pyongyang: A Journey in North Korea ,Sequential Art,Sequential Art,17360,1491,192,2003,2131
3352,Charles Simic ,4.13,       The Voice at 3:00 A.M.: Selected Late and New Poems ,Poetry,Academic,746,67,192,2003,1463
3353,Erwin Rommel ,4.25,       Rommel and His Art of War ,History,War,61,0,192,2003,1560
3354,Pink Hanamori ,4.05,"       Mermaid Melody: Pichi Pichi Pitch, Vol. 1 ",Sequential Art,Fantasy,6431,66,192,2003,1972
3355,Rie Takada ,3.89,"       Happy Hustle High, Vol. 1 ",Sequential Art,Romance,2556,46,192,2003,3451
3356,Tachibana Higuchi ,4.23,"       Gakuen Alice, Vol. 01 ",Sequential Art,Fantasy,16233,171,192,2003,9851
3357,Tachibana Higuchi ,4.23,"       Gakuen Alice, Vol. 01 ",Sequential Art,Fantasy,16233,171,192,2003,10326
3358,Tachibana Higuchi ,4.23,"       Gakuen Alice, Vol. 01 ",Sequential Art,Fantasy,16237,171,192,2003,5292
3359,Maki Minami ,4.18,"       Special A, Vol. 1 ",Sequential Art,Romance,16417,172,192,2003,3619
3360,Maki Minami ,4.18,"       Special A, Vol. 1 ",Sequential Art,Romance,16417,172,192,2003,1523
3361,Maki Minami ,4.18,"       Special A, Vol. 1 ",Sequential Art,Romance,16420,172,192,2003,1654
3362,Shiho Sugiura ,4.14,"       Silver Diamond, Volume 01: Silver Seed ",Sequential Art,Fantasy,1780,47,192,2003,1489
3363,Ryo Takagi ,3.87,"       Kirepapa, Volume 1 ",Sequential Art,Manga,295,6,192,2003,4982
3364,Paris Hilton ,2.92,       Confessions of an Heiress: A Tongue-in-Chic Peek Behind the Pose ,Nonfiction,Biography,1520,133,192,2004,1734
3365,Paris Hilton ,2.92,       Confessions of an Heiress: A Tongue-in-Chic Peek Behind the Pose ,Nonfiction,Biography,1520,133,192,2004,2619
3366,Paris Hilton ,2.92,       Confessions of an Heiress: A Tongue-in-Chic Peek Behind the Pose ,Nonfiction,Biography,1520,133,192,2004,3542
3367,Kaori Ozaki (尾崎かおり) ,4.12,"       Immortal Rain, Vol. 1 ",Sequential Art,Fantasy,1454,45,192,2004,2309
3368,Akihisa Ikeda ,4.05,"       Rosario+Vampire, Vol. 1 ",Sequential Art,Paranormal,6569,218,192,2004,402
3369,Akihisa Ikeda ,4.05,"       Rosario+Vampire, Vol. 1 ",Sequential Art,Paranormal,6568,218,192,2004,1471
3370,Hideaki Sorachi ,4.13,"       Gin Tama, Vol. 1 ",Sequential Art,Fantasy,3909,101,192,2004,4158
3371,James Robinson ,4.06,       Batman: Face the Face ,Sequential Art,Sequential Art,4561,46,192,2005,2663
3372,Bill Finger ,4.04,"       The Batman Chronicles, Vol. 1 ",Sequential Art,Sequential Art,11902,106,192,2005,3702
3373,Thomas B. Allen ,3.73,"       Harriet Tubman, Secret Agent: How Daring Slaves and Free Blacks Spied for the Union During the Civil War ",History,Nonfiction,246,44,192,2005,2467
3374,Christopher Krovatin ,3.85,       Heavy Metal And You ,Young Adult,Music,1238,123,192,2005,9300
3375,Mark Millar ,3.72,       Wanted ,Sequential Art,Sequential Art,12411,534,192,2005,9432
3376,Matsuri Hino ,4.1,"       Vampire Knight, Vol. 1 ",Sequential Art,Paranormal,100594,1323,192,2005,28467
3377,Matsuri Hino ,4.1,"       Vampire Knight, Vol. 1 ",Sequential Art,Paranormal,100636,1323,192,2005,7120
3378,Lily Hoshino ,3.64,       Alone In My King's Harem ,Sequential Art,Manga,299,18,192,2005,3075
3379,Mia Ikumi ,3.76,"       Tokyo Mew Mew A La Mode, Vol. 01 ",Sequential Art,Sequential Art,1644,53,192,2005,1738
3380,Mitsuba Takanashi ,3.96,"       Crimson Hero, Vol. 1 ",Sequential Art,Romance,3732,65,192,2005,13341
3381,Mitsuba Takanashi ,3.96,"       Crimson Hero, Vol. 1 ",Sequential Art,Romance,3731,65,192,2005,15005
3382,Louise Cooper ,3.13,       Merrow ,Mythology,Fantasy,32,5,192,2005,3075
3383,Mei Sakuraga ,4.09,       I Want to Be Naughty ,Sequential Art,Manga,880,19,192,2005,9129
3384,Somaly Mam ,4.2,       The Road of Lost Innocence: The True Story of a Cambodian Heroine ,Nonfiction,Autobiography,7360,949,192,2005,6505
3385,Kou Matsuzuki ,4.22,"       Happy Cafe, Vol. 1 ",Sequential Art,Romance,6103,92,192,2005,1388
3386,Kou Matsuzuki ,4.22,"       Happy Cafe, Vol. 1 ",Sequential Art,Romance,6103,92,192,2005,3229
3387,Kirsten Smith ,3.29,       The Geography of Girlhood ,Young Adult,Poetry,530,79,192,2006,3524
3388,Caroline B. Cooney ,3.49,       Hit the Road ,Young Adult,Realistic Fiction,559,104,192,2006,2509
3389,Stephen Richards ,3.67,       Cosmic Ordering Guide ,Self Help,Nonfiction,154,11,192,2006,1354
3390,Hisae Iwaoka ,3.77,"       Saturn Apartments, Vol. 1 ",Sequential Art,Science Fiction,1133,142,192,2006,550
3391,Sara Zarr ,3.67,       Story of a Girl ,Young Adult,Realistic Fiction,15806,1711,192,2007,505
3392,David Petersen ,3.99,       Mouse Guard: Fall 1152 ,Sequential Art,Sequential Art,10933,965,192,2007,100
3393,David Petersen ,3.99,       Mouse Guard: Fall 1152 ,Sequential Art,Sequential Art,10937,966,192,2007,100
3394,Keri Smith ,4.16,       Wreck This Journal ,Nonfiction,Art,13889,833,192,2007,3956
3395,Noah Levine ,4.01,       Against the Stream: A Buddhist Manual for Spiritual Revolutionaries ,Religion,Nonfiction,1532,99,192,2007,341
3396,Kazuya Minekura ,4.05,"       Wild Adapter, Volume 1 ",Sequential Art,Sequential Art,582,27,192,2007,6179
3397,Karen Whitelaw Smith ,3.78,       The Butterfly Experience ,Self Help,Nonfiction,27,0,192,2007,1245
3398,Chika Shiomi ,4.06,"       Rasetsu, Vol. 1 ",Sequential Art,Fantasy,2491,37,192,2007,3587
3399,Yana Toboso ,4.36,"       Black Butler, Vol. 1 ",Sequential Art,Fantasy,87896,1252,192,2007,6662
